Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP0498,Operations,39,973000,5,39.4,64.5,No
EMP0499,Operations,30,933000,9,48.5,74.3,No
EMP0500,Sales,26,856000,15,40.6,90.0,Yes
EMP0501,IT,37,969000,12,50.8,88.9,Yes
EMP0502,HR,40,872000,7,34.9,72.2,No
EMP0503,Finance,33,1137000,2,45.5,61.0,No
EMP0504,IT,35,1108000,7,53.1,90.8,Yes
EMP0505,Marketing,40,1165000,6,35.3,63.2,Yes
EMP0506,IT,27,955000,6,45.1,75.0,No
EMP0507,Sales,35,1003000,4,37.7,50.3,No
EMP0508,Finance,44,1083000,7,48.8,76.4,No
EMP0509,Finance,31,962000,5,49.3,71.7,Yes
EMP0510,Operations,33,737000,3,43.7,64.0,No
EMP0511,HR,29,940000,7,43.3,73.5,Yes
EMP0512,Operations,34,936000,8,43.3,91.1,No
EMP0513,Operations,40,945000,7,53.7,87.3,Yes
EMP0514,HR,34,1016000,6,49.7,80.9,Yes
EMP0515,Finance,38,1104000,7,48.3,79.0,Yes
EMP0516,HR,35,769000,4,37.8,72.4,No
EMP0517,Operations,39,891000,5,47.1,64.9,No
EMP0518,HR,36,859000,7,49.9,81.4,Yes
EMP0519,Finance,28,870000,6,49.1,71.9,Yes
EMP0520,Finance,32,1122000,10,45.1,62.7,No
EMP0521,HR,24,667000,6,42.5,63.4,No
EMP0522,Marketing,28,935000,11,42.1,76.3,Yes
EMP0523,IT,36,1119000,6,47.0,68.7,Yes
EMP0524,Operations,31,966000,4,39.4,66.6,Yes
EMP0525,Finance,25,841000,9,46.5,74.3,No
EMP0526,Finance,29,744000,5,48.5,80.3,No
EMP0527,HR,40,1018000,3,49.6,66.3,No
EMP0528,IT,39,1019000,6,48.6,74.9,Yes
EMP0529,Sales,33,905000,7,48.0,77.8,No
EMP0530,Operations,43,1053000,2,45.1,63.0,Yes
EMP0531,Sales,38,1119000,8,42.5,79.9,Yes
EMP0532,Operations,33,835000,6,56.9,76.9,No
EMP0533,Sales,21,806000,8,45.5,68.5,Yes
EMP0534,Sales,32,1035000,11,42.6,77.9,Yes
EMP0535,Operations,42,958000,6,41.4,69.8,Yes
EMP0536,Marketing,43,1101000,5,43.1,74.5,No
EMP0537,Sales,30,1049000,3,35.2,69.3,Yes
EMP0538,IT,25,826000,11,50.2,90.6,No
EMP0539,Operations,39,890000,7,33.1,60.8,No
EMP0540,Finance,30,933000,6,40.3,61.1,Yes
EMP0541,IT,26,1092000,3,44.9,63.1,Yes
EMP0542,Operations,36,948000,4,45.5,64.4,No
EMP0543,Finance,42,1151000,8,41.1,70.3,Yes
EMP0544,Finance,35,939000,3,57.6,83.3,No
EMP0545,IT,41,1118000,4,44.8,77.6,No
EMP0546,Sales,29,783000,8,44.9,74.9,Yes
EMP0547,Finance,46,1177000,5,42.5,68.8,Yes
EMP0548,Operations,45,937000,7,45.3,76.2,Yes
EMP0549,Operations,23,758000,7,39.8,70.9,No
EMP0550,Finance,30,1015000,4,43.0,72.4,No
EMP0551,Finance,31,979000,8,42.8,69.7,Yes
EMP0552,HR,39,849000,8,38.5,63.7,No
EMP0553,HR,34,800000,3,56.4,73.2,No
EMP0554,Marketing,21,786000,4,39.9,65.5,No
EMP0555,Operations,31,784000,7,54.6,72.2,No
EMP0556,Sales,30,791000,10,42.3,60.2,No
EMP0557,Sales,36,993000,7,40.1,74.7,No
EMP0558,Operations,37,1001000,7,46.7,72.8,No
EMP0559,IT,30,853000,7,42.4,69.1,No
EMP0560,IT,33,1054000,6,40.3,57.2,No
EMP0561,Marketing,32,812000,4,46.4,68.0,No
EMP0562,Marketing,25,855000,5,40.7,77.1,No
EMP0563,Marketing,43,1051000,10,50.3,90.6,Yes
EMP0564,HR,37,850000,4,47.2,61.6,No
EMP0565,Finance,22,783000,2,48.7,79.5,No
EMP0566,Finance,31,943000,6,38.6,64.5,Yes
EMP0567,IT,21,784000,8,41.2,63.9,No
EMP0568,Operations,21,779000,9,45.7,70.6,No
EMP0569,Operations,22,852000,10,52.6,71.0,No
EMP0570,Operations,43,1005000,8,42.2,70.2,No
EMP0571,Finance,57,1235000,6,41.9,86.1,Yes
EMP0572,Marketing,35,893000,7,40.2,81.5,No
EMP0573,Finance,25,1026000,4,31.8,58.2,No
EMP0574,HR,25,773000,6,40.6,66.1,No
EMP0575,Sales,44,1238000,5,41.1,75.9,Yes
EMP0576,Sales,37,970000,4,42.9,60.7,No
EMP0577,Finance,36,1069000,4,48.2,81.6,No
EMP0578,Marketing,35,907000,11,38.2,83.3,No
EMP0579,HR,31,746000,5,37.4,74.7,No
EMP0580,Finance,38,1022000,7,50.5,81.6,No
EMP0581,Sales,45,1107000,11,48.0,92.1,Yes
EMP0582,HR,36,886000,9,49.4,90.7,Yes
EMP0583,Sales,35,864000,3,47.0,65.8,No
EMP0584,Finance,29,903000,7,44.9,62.4,No
EMP0585,IT,23,899000,7,52.3,70.1,No
EMP0586,HR,36,962000,4,44.7,60.7,No
EMP0587,IT,24,689000,3,37.7,47.9,No
EMP0588,Finance,33,1078000,2,42.7,61.7,No
EMP0589,Sales,21,757000,4,39.1,57.3,No
EMP0590,Sales,32,873000,8,47.3,72.3,No
EMP0591,IT,31,943000,4,39.0,73.5,Yes
EMP0592,IT,35,1256000,6,40.8,74.9,Yes
EMP0593,Sales,33,827000,1,46.5,71.1,No
EMP0594,Marketing,43,1056000,2,36.6,56.0,No
EMP0595,IT,42,1141000,5,52.9,74.6,No
EMP0596,Sales,47,1163000,6,46.7,82.6,Yes
EMP0597,HR,40,864000,6,43.2,69.9,No
EMP0598,Sales,31,962000,7,41.3,81.3,No
EMP0599,HR,37,932000,5,40.6,64.8,Yes
EMP0600,Marketing,48,1213000,10,50.4,90.7,Yes
EMP0601,Marketing,35,951000,5,41.6,55.7,No
EMP0602,HR,28,800000,5,42.4,71.8,No
EMP0603,Sales,33,808000,6,44.5,77.3,Yes
EMP0604,Marketing,41,1078000,4,40.5,64.0,No
EMP0605,Sales,28,1000000,9,38.9,73.0,No
EMP0606,IT,35,1139000,6,46.1,75.7,No
EMP0607,Operations,38,898000,3,42.4,76.2,No
EMP0608,Finance,31,825000,12,45.2,87.3,Yes
EMP0609,Finance,29,1036000,7,35.8,74.3,Yes
EMP0610,Sales,40,866000,13,48.8,85.3,No
EMP0611,Operations,50,884000,6,47.4,81.9,Yes
EMP0612,Sales,30,905000,10,44.0,82.4,Yes
EMP0613,IT,41,1000000,8,50.4,90.5,No
EMP0614,IT,26,945000,9,44.3,72.1,Yes
EMP0615,Sales,31,874000,6,43.8,73.6,No
EMP0616,Sales,41,911000,8,40.1,87.9,Yes
EMP0617,Marketing,37,986000,9,31.7,77.5,Yes
EMP0618,IT,32,976000,15,40.0,89.2,Yes
EMP0619,HR,40,896000,5,45.2,62.2,No
EMP0620,HR,28,824000,9,41.0,66.2,No
EMP0621,IT,31,1175000,5,50.3,78.1,No
EMP0622,IT,35,1052000,3,43.9,62.6,No
EMP0623,Sales,29,965000,10,33.9,51.9,No
EMP0624,IT,25,1018000,6,48.4,76.0,No
EMP0625,Marketing,44,1062000,5,46.8,73.5,No
EMP0626,Finance,32,901000,7,56.5,82.9,No
EMP0627,HR,27,797000,4,48.1,66.2,No
EMP0628,Operations,37,848000,4,37.4,51.5,No
EMP0629,IT,33,1046000,5,48.1,76.2,Yes
EMP0630,Finance,21,955000,5,45.5,66.6,No
EMP0631,Marketing,23,882000,9,53.7,67.9,No
EMP0632,IT,35,1035000,7,35.8,75.6,No
EMP0633,IT,46,1126000,7,48.3,87.3,Yes
EMP0634,HR,28,782000,5,38.6,58.4,No
EMP0635,Sales,32,952000,6,37.5,64.4,No
EMP0636,Finance,27,1018000,6,43.3,75.0,No
EMP0637,Operations,32,935000,4,38.2,64.1,No
EMP0638,Finance,36,962000,5,40.8,67.5,No
EMP0639,IT,45,1077000,5,37.7,83.5,Yes
EMP0640,Finance,21,769000,6,50.4,79.3,No
EMP0641,Sales,40,994000,5,47.5,65.4,No
EMP0642,Sales,38,965000,5,38.1,54.4,Yes
EMP0643,Finance,24,1034000,6,43.7,68.2,Yes
EMP0644,Operations,34,978000,7,47.6,69.2,Yes
EMP0645,Operations,34,862000,6,37.8,68.0,No
EMP0646,IT,36,1143000,8,44.1,79.3,Yes
EMP0647,Finance,48,1070000,8,51.4,91.4,No
EMP0648,Sales,47,1057000,3,40.7,76.4,No
EMP0649,Finance,36,1014000,3,44.5,72.2,No
EMP0650,Marketing,30,982000,1,49.4,68.8,No
EMP0651,Sales,21,737000,8,43.3,68.3,No
EMP0652,Sales,37,913000,4,46.1,72.8,No
EMP0653,Operations,34,676000,6,44.6,68.6,No
EMP0654,Operations,41,1081000,4,42.9,73.3,No
EMP0655,Finance,42,1167000,4,58.3,98.2,Yes
EMP0656,Operations,31,948000,6,45.2,72.4,Yes
EMP0657,Marketing,33,963000,5,45.9,67.1,No
EMP0658,IT,21,904000,8,49.3,73.6,Yes
EMP0659,Operations,29,783000,9,54.1,76.6,No
EMP0660,HR,35,879000,4,42.4,61.3,No
EMP0661,HR,38,1020000,2,43.8,68.9,No
EMP0662,Marketing,32,830000,6,39.5,74.2,No
EMP0663,Marketing,40,1053000,9,42.6,86.5,Yes
EMP0664,Finance,44,1054000,2,42.3,66.2,No
EMP0665,Operations,41,820000,8,44.1,75.0,No
EMP0666,Sales,37,788000,3,46.0,86.0,No
EMP0667,Operations,29,739000,3,46.5,64.1,No
EMP0668,HR,44,876000,11,49.1,87.7,Yes
EMP0669,Sales,32,907000,5,48.8,60.5,No
EMP0670,Operations,35,860000,9,43.9,82.4,Yes
EMP0671,Sales,31,770000,10,42.2,76.7,Yes
EMP0672,Sales,39,1120000,12,47.0,83.6,Yes
EMP0673,IT,31,991000,7,44.3,76.6,No
EMP0674,Operations,42,1004000,3,44.1,70.8,No
EMP0675,HR,29,794000,1,44.1,49.0,No
EMP0676,IT,35,1038000,9,48.2,96.3,Yes
EMP0677,Sales,27,754000,9,43.9,70.6,Yes
EMP0678,IT,39,1262000,7,40.1,74.2,Yes
EMP0679,IT,44,1120000,8,40.0,78.6,Yes
EMP0680,Marketing,41,1126000,1,44.0,65.1,Yes
EMP0681,IT,29,1008000,5,44.9,64.2,No
EMP0682,IT,39,1129000,5,53.0,85.6,Yes
EMP0683,IT,39,1225000,12,47.0,87.0,Yes
EMP0684,Sales,30,979000,11,49.5,89.2,Yes
EMP0685,Marketing,38,1010000,5,46.7,74.3,No
EMP0686,IT,40,1275000,11,49.2,95.7,Yes
EMP0687,HR,30,807000,8,42.2,61.3,Yes
EMP0688,HR,23,624000,5,43.2,73.9,No
EMP0689,Finance,26,1014000,4,40.8,74.3,Yes
EMP0690,IT,43,1007000,8,33.3,80.1,Yes
EMP0691,Sales,21,873000,7,48.7,70.8,No
EMP0692,Operations,33,874000,3,48.2,69.0,No
EMP0693,IT,32,1139000,2,47.5,75.4,Yes
EMP0694,IT,37,1009000,5,43.3,83.9,Yes
EMP0695,Sales,43,1155000,8,34.9,71.1,No
EMP0696,IT,37,1126000,10,46.3,76.9,Yes
EMP0697,Operations,40,865000,6,41.5,75.9,No
EMP0698,IT,30,799000,8,45.8,82.7,No
EMP0699,Sales,42,1030000,8,49.0,86.6,Yes
EMP0700,Finance,37,1041000,4,43.3,77.5,Yes
EMP0701,HR,40,912000,5,45.0,75.5,No
EMP0702,IT,24,839000,5,39.8,72.5,No
EMP0703,IT,36,1146000,9,40.0,80.8,Yes
EMP0704,Finance,36,1078000,10,43.1,78.9,No
EMP0705,Sales,33,806000,11,53.2,84.8,Yes
EMP0706,HR,47,1067000,1,45.3,73.8,No
EMP0707,HR,25,869000,9,40.4,73.7,Yes
EMP0708,IT,39,1170000,6,50.4,75.7,No
EMP0709,HR,47,887000,6,45.9,67.0,No
EMP0710,Finance,39,1080000,11,48.3,93.7,Yes
EMP0711,HR,32,585000,9,36.7,75.1,Yes
EMP0712,Operations,36,820000,5,43.3,70.5,No
EMP0713,IT,43,965000,6,51.1,89.5,No
EMP0714,Operations,21,650000,1,36.7,64.5,No
EMP0715,Marketing,29,882000,5,44.8,62.3,No
EMP0716,Operations,43,992000,6,43.4,77.3,Yes
EMP0717,Marketing,37,956000,8,44.9,84.8,No
EMP0718,Operations,33,953000,4,42.1,74.3,No
EMP0719,IT,34,1098000,3,31.0,61.6,No
EMP0720,Marketing,35,892000,5,42.7,77.1,No
EMP0721,Marketing,57,1312000,12,44.9,86.5,Yes
EMP0722,IT,35,1204000,8,55.5,81.9,Yes
EMP0723,Operations,26,730000,8,43.6,78.3,No
EMP0724,IT,36,930000,6,36.8,79.1,No
EMP0725,Operations,31,772000,6,43.1,70.9,Yes
EMP0726,HR,33,915000,4,44.8,75.5,No
EMP0727,HR,30,693000,9,46.3,71.4,No
EMP0728,Sales,32,980000,9,52.2,71.2,No
EMP0729,Operations,27,907000,4,37.0,57.2,No
EMP0730,Marketing,32,902000,6,43.5,71.3,No
EMP0731,IT,43,1220000,4,53.4,80.2,Yes
EMP0732,Marketing,33,877000,6,42.4,66.6,No
EMP0733,Operations,44,1019000,3,34.5,71.5,No
EMP0734,Marketing,27,948000,8,44.6,81.4,No
EMP0735,Sales,31,991000,10,47.5,81.2,Yes
EMP0736,Operations,29,917000,5,42.7,64.8,No
EMP0737,Finance,40,1068000,11,47.9,86.4,No
EMP0738,Finance,33,1086000,4,36.5,73.7,No
EMP0739,Finance,33,903000,5,40.9,64.2,No
EMP0740,IT,37,1044000,5,49.5,74.6,No
EMP0741,Marketing,37,762000,8,57.8,89.5,Yes
EMP0742,Marketing,48,890000,8,41.5,69.6,Yes
EMP0743,IT,28,987000,8,38.7,71.5,No
EMP0744,Sales,27,1014000,8,41.5,62.1,Yes
EMP0745,IT,30,895000,6,42.8,65.7,No
EMP0746,Sales,35,969000,2,37.6,52.2,No
EMP0747,Marketing,32,1015000,6,45.5,70.9,No
EMP0748,HR,30,867000,8,44.0,70.9,No
EMP0749,Sales,43,968000,7,43.3,76.6,Yes
EMP0750,Sales,21,827000,7,45.6,80.1,No
EMP0751,Sales,52,1007000,12,47.2,89.5,Yes
EMP0752,Marketing,21,770000,7,41.3,62.0,No
EMP0753,Finance,40,1049000,7,47.9,82.3,No
EMP0754,Operations,35,883000,6,49.6,71.6,No
EMP0755,Operations,47,1000000,6,42.5,75.8,Yes
EMP0756,IT,22,896000,12,40.1,87.6,Yes
EMP0757,Marketing,44,998000,5,49.2,82.1,Yes
EMP0758,Marketing,56,1081000,5,40.4,73.3,No
EMP0759,Marketing,44,1000000,2,45.4,67.9,No
EMP0760,Sales,27,908000,8,43.9,88.6,Yes
EMP0761,Operations,40,911000,1,41.3,75.2,No
EMP0762,Operations,30,751000,8,46.7,71.0,Yes
EMP0763,IT,38,1121000,7,42.0,84.2,Yes
EMP0764,Marketing,41,894000,2,55.0,87.9,Yes
EMP0765,Finance,45,1083000,6,49.3,89.3,Yes
EMP0766,Marketing,32,726000,10,50.6,82.3,Yes
EMP0767,IT,26,1030000,9,43.7,85.2,Yes
EMP0768,Finance,38,1059000,6,36.4,52.1,No
EMP0769,Marketing,25,994000,7,44.1,61.4,No
EMP0770,Marketing,43,903000,6,44.0,68.8,No
EMP0771,Finance,35,917000,7,42.9,79.7,No
EMP0772,IT,31,1220000,6,41.7,80.1,Yes
EMP0773,Sales,38,886000,6,49.1,81.3,Yes
EMP0774,Sales,28,952000,6,49.0,82.9,No
EMP0775,IT,33,1229000,1,52.8,74.7,No
EMP0776,Finance,57,1186000,5,40.9,68.7,Yes
EMP0777,HR,40,893000,7,46.5,70.3,No
EMP0778,IT,40,1218000,4,35.3,75.5,No
EMP0779,Finance,36,960000,6,34.4,78.9,No
EMP0780,IT,38,1161000,2,45.3,75.3,No
EMP0781,Operations,21,734000,4,38.3,58.8,No
EMP0782,Finance,36,1142000,8,37.8,74.5,Yes
EMP0783,IT,41,1264000,4,46.7,79.7,Yes
EMP0784,Sales,37,1032000,8,46.1,84.9,No
EMP0785,IT,28,956000,8,45.5,76.8,Yes
EMP0786,Operations,43,1018000,5,35.0,68.4,No
EMP0787,HR,28,751000,0,45.6,66.5,No
EMP0788,Marketing,32,689000,13,54.5,79.8,Yes
EMP0789,IT,39,1071000,7,45.5,68.9,No
EMP0790,Finance,22,897000,4,48.8,72.5,No
EMP0791,Sales,22,904000,7,48.4,64.6,No
EMP0792,Marketing,32,844000,4,38.5,74.8,No
EMP0793,Operations,40,781000,8,47.1,75.4,No
EMP0794,Operations,38,1017000,7,30.0,66.6,No
EMP0795,Sales,37,844000,9,51.4,79.4,No
EMP0796,IT,30,1053000,10,54.4,95.0,Yes
EMP0797,IT,28,1043000,5,45.9,71.5,Yes
EMP0798,Finance,43,1022000,5,38.8,78.0,Yes
EMP0799,Sales,42,746000,7,48.4,77.4,No
EMP0800,Sales,23,939000,4,45.2,67.3,No
EMP0801,IT,23,935000,10,46.0,79.0,Yes
EMP0802,IT,36,1019000,12,46.5,94.8,Yes
EMP0803,Operations,36,844000,7,49.7,77.9,No
EMP0804,Operations,33,870000,7,42.7,68.4,Yes
EMP0805,Sales,42,994000,3,46.6,71.2,No
EMP0806,Finance,26,973000,5,37.4,67.9,No
EMP0807,Marketing,29,966000,7,44.3,82.9,Yes
EMP0808,Finance,33,982000,6,41.5,73.6,No
EMP0809,IT,32,1094000,9,45.3,90.1,Yes
EMP0810,IT,21,1147000,12,50.7,82.1,Yes
EMP0811,IT,43,1102000,5,44.3,71.6,Yes
EMP0812,Marketing,24,818000,11,50.6,77.7,Yes
EMP0813,Marketing,43,981000,5,48.3,73.9,Yes
EMP0814,IT,55,1360000,6,37.9,63.7,No
EMP0815,HR,42,1023000,3,40.3,60.2,No
EMP0816,Sales,40,1074000,7,45.5,80.1,No
EMP0817,Marketing,54,1050000,5,53.6,77.4,Yes
EMP0818,Finance,32,1080000,9,46.5,63.8,No
EMP0819,Finance,39,1060000,7,46.4,67.7,No
EMP0820,Finance,45,1152000,10,40.8,92.5,Yes
EMP0821,IT,43,1015000,6,41.1,67.4,No
EMP0822,Marketing,27,938000,5,47.7,67.4,No
EMP0823,HR,42,845000,3,43.3,61.0,No
EMP0824,Marketing,41,996000,8,57.4,83.8,Yes
EMP0825,IT,29,1037000,6,40.6,73.5,Yes
EMP0826,HR,42,1088000,7,40.3,72.9,No
EMP0827,Sales,38,778000,6,39.1,80.5,No
EMP0828,Marketing,36,904000,7,49.3,73.4,No
EMP0829,Marketing,21,902000,9,50.0,80.2,Yes
EMP0830,Operations,31,616000,3,47.7,67.9,No
EMP0831,Sales,45,998000,3,33.9,77.2,Yes
EMP0832,Operations,40,1089000,6,45.2,67.2,Yes
EMP0833,IT,30,1168000,4,41.3,66.4,No
EMP0834,Finance,45,1068000,8,48.4,77.1,Yes
EMP0835,Operations,48,926000,5,49.1,82.7,Yes
EMP0836,Marketing,29,1043000,5,41.0,63.4,No
EMP0837,Operations,49,1019000,5,40.2,69.1,No
EMP0838,Finance,44,1045000,7,42.7,73.0,Yes
EMP0839,Operations,39,1001000,4,40.5,64.8,No
EMP0840,IT,31,1115000,3,40.5,76.7,No
EMP0841,HR,35,869000,3,45.7,60.6,No
EMP0842,IT,30,772000,10,31.6,69.7,No
EMP0843,Operations,40,1117000,5,43.5,80.2,Yes
EMP0844,Marketing,45,986000,5,38.7,74.1,Yes
EMP0845,Finance,34,797000,7,45.6,66.4,No
EMP0846,Finance,39,1008000,7,46.5,63.4,No
EMP0847,IT,39,1142000,13,46.2,99.0,Yes
EMP0848,IT,23,926000,7,41.7,66.2,No
EMP0849,IT,26,1145000,7,43.2,66.9,Yes
EMP0850,Operations,35,1012000,12,60.0,90.5,Yes
EMP0851,Sales,28,982000,5,47.0,63.2,No
EMP0852,HR,27,892000,8,43.8,80.0,Yes
EMP0853,Finance,28,979000,1,35.9,62.3,No
EMP0854,Sales,31,799000,8,47.2,78.1,No
EMP0855,Finance,32,1021000,4,43.1,62.3,No
EMP0856,Operations,33,1008000,8,40.1,66.9,No
EMP0857,Finance,41,1140000,7,45.8,89.4,Yes
EMP0858,IT,22,830000,9,49.8,96.7,Yes
EMP0859,Sales,44,1234000,7,54.1,86.9,Yes
EMP0860,IT,39,918000,6,39.6,70.9,Yes
EMP0861,Operations,36,793000,13,48.9,86.0,Yes
EMP0862,IT,44,1210000,8,42.6,76.0,No
EMP0863,Marketing,30,1118000,11,34.2,72.0,Yes
EMP0864,Sales,37,930000,9,49.1,82.6,No
EMP0865,Operations,38,1029000,5,44.9,67.4,No
EMP0866,Sales,32,1026000,5,43.9,74.1,No
EMP0867,IT,49,1129000,6,44.9,92.4,Yes
EMP0868,HR,34,862000,5,42.7,68.1,No
EMP0869,Operations,32,760000,4,40.4,61.1,No
EMP0870,Sales,30,950000,8,44.8,76.6,No
EMP0871,Finance,43,1041000,9,51.7,86.6,Yes
EMP0872,Finance,33,1069000,5,46.0,76.2,No
EMP0873,Marketing,37,1037000,2,43.0,69.6,No
EMP0874,Marketing,27,952000,8,42.1,66.4,Yes
EMP0875,Sales,29,1058000,8,48.1,63.7,No
EMP0876,IT,32,1113000,5,39.9,62.3,No
EMP0877,IT,32,1061000,9,46.1,79.6,Yes
EMP0878,Marketing,21,746000,6,40.3,64.0,No
EMP0879,Finance,47,1034000,5,42.4,81.1,No
EMP0880,IT,30,950000,5,49.0,64.2,No
EMP0881,IT,42,1074000,11,46.1,93.4,Yes
EMP0882,Marketing,45,1041000,5,44.3,72.7,No
EMP0883,Finance,34,1200000,5,41.8,76.2,Yes
EMP0884,Operations,47,1073000,11,46.6,80.9,Yes
EMP0885,HR,35,984000,8,48.9,73.4,No
EMP0886,HR,34,815000,8,42.3,67.4,No
EMP0887,Sales,22,937000,8,44.9,76.6,Yes
EMP0888,HR,38,814000,12,47.4,100.0,Yes
EMP0889,Sales,34,881000,9,37.7,59.7,Yes
EMP0890,Marketing,37,961000,6,38.3,71.8,No
EMP0891,Sales,38,810000,2,47.1,70.5,No
EMP0892,Finance,40,1096000,8,44.5,77.3,No
EMP0893,Marketing,36,956000,8,49.3,85.0,Yes
EMP0894,IT,33,999000,4,46.5,72.3,No
EMP0895,IT,25,934000,6,47.8,73.1,No
EMP0896,Sales,45,1115000,5,48.2,89.8,Yes
EMP0897,Finance,36,1105000,8,43.8,87.4,No
EMP0898,IT,29,1129000,9,48.4,72.6,No
EMP0899,IT,45,1109000,9,47.6,74.2,Yes
EMP0900,Marketing,42,932000,7,42.9,72.9,No
EMP0901,Marketing,26,774000,6,42.1,67.4,No
EMP0902,Operations,33,1155000,6,45.7,67.7,No
EMP0903,Operations,21,774000,8,50.2,73.0,Yes
EMP0904,Operations,21,544000,6,39.3,56.8,No
EMP0905,Marketing,43,919000,5,38.7,76.2,No
EMP0906,Marketing,25,1004000,6,51.0,76.1,No
EMP0907,Finance,37,1017000,2,41.1,55.8,No
EMP0908,Operations,43,1011000,6,37.8,77.1,Yes
EMP0909,Finance,35,923000,6,45.4,62.3,No
EMP0910,IT,37,1120000,11,52.1,94.9,Yes
EMP0911,Finance,37,950000,2,43.8,69.8,No
EMP0912,Finance,24,843000,4,40.1,60.8,No
EMP0913,Operations,28,751000,1,52.7,70.1,No
EMP0914,Finance,38,1111000,2,40.6,56.0,No
EMP0915,Sales,35,1040000,5,45.5,69.5,Yes
EMP0916,Operations,29,661000,5,41.1,74.3,No
EMP0917,IT,41,1236000,4,41.3,70.2,Yes
EMP0918,IT,40,1007000,14,43.4,92.1,Yes
EMP0919,Operations,33,828000,5,45.8,65.3,No
EMP0920,Operations,21,934000,7,40.8,61.5,No
EMP0921,Finance,23,834000,7,45.0,67.4,No
EMP0922,Marketing,32,826000,4,38.0,56.0,No
EMP0923,Sales,31,829000,8,38.1,75.6,Yes
EMP0924,Marketing,31,899000,4,39.0,67.7,No
EMP0925,HR,36,838000,3,44.5,74.4,No
EMP0926,HR,26,834000,2,50.2,72.6,No
EMP0927,Finance,28,833000,7,40.5,66.8,No
EMP0928,HR,36,953000,1,45.2,81.7,No
EMP0929,IT,26,966000,3,45.1,58.7,No
EMP0930,IT,43,1212000,9,51.2,80.0,Yes
EMP0931,Finance,34,974000,8,46.7,82.4,No
EMP0932,HR,31,951000,8,45.6,66.1,No
EMP0933,Operations,41,852000,5,46.6,69.4,No
EMP0934,HR,24,577000,4,45.2,76.2,No
EMP0935,HR,38,673000,11,48.6,73.3,No
EMP0936,Operations,32,799000,8,47.2,73.9,Yes
EMP0937,Marketing,23,814000,3,35.5,58.5,No
EMP0938,Marketing,24,943000,12,52.2,92.0,Yes
EMP0939,Finance,31,994000,8,44.5,57.2,No
EMP0940,HR,42,1014000,7,48.2,63.0,No
EMP0941,IT,30,1086000,7,41.6,78.3,Yes
EMP0942,Marketing,48,943000,8,47.8,85.0,Yes
EMP0943,Sales,39,1115000,6,48.5,80.9,No
EMP0944,Operations,39,875000,9,37.0,64.1,No
EMP0945,IT,30,1030000,10,42.6,78.3,No
EMP0946,IT,44,1094000,7,46.2,86.4,No
EMP0947,Marketing,39,1006000,5,49.2,77.3,Yes
EMP0948,Sales,42,1035000,6,39.5,74.9,Yes
EMP0949,Operations,22,895000,6,49.6,68.5,No
EMP0950,Operations,36,966000,7,40.4,74.3,Yes
EMP0951,Finance,46,1126000,4,46.0,81.4,No
EMP0952,Finance,28,941000,8,51.0,82.7,Yes
EMP0953,IT,39,1101000,7,42.2,66.5,Yes
EMP0954,Operations,29,702000,5,44.9,71.4,No
EMP0955,IT,30,1049000,11,44.0,83.7,Yes
EMP0956,IT,34,1067000,7,36.9,77.6,Yes
EMP0957,IT,32,1017000,4,32.3,69.3,No
EMP0958,Marketing,37,784000,7,41.1,76.8,No
EMP0959,Marketing,32,728000,7,45.5,80.6,Yes
EMP0960,Marketing,46,1087000,6,40.1,77.9,No
EMP0961,IT,24,989000,9,33.2,70.1,No
EMP0962,IT,34,1031000,5,42.4,75.6,No
EMP0963,Marketing,21,666000,5,39.8,58.9,No
EMP0964,Operations,24,729000,8,45.1,74.8,Yes
EMP0965,Finance,34,1091000,6,45.8,78.7,No
EMP0966,Sales,36,823000,3,34.4,55.9,No
EMP0967,Sales,36,953000,5,44.4,68.1,No
EMP0968,Finance,36,1173000,9,49.5,80.8,Yes
EMP0969,Marketing,42,941000,5,40.2,78.0,No
EMP0970,HR,31,681000,6,40.4,53.1,No
EMP0971,HR,27,764000,7,45.8,64.6,No
EMP0972,Sales,30,885000,9,43.3,77.8,No
EMP0973,Operations,44,845000,5,43.9,80.7,Yes
EMP0974,Finance,37,1052000,6,42.7,81.5,Yes
EMP0975,Finance,35,977000,5,49.2,81.4,Yes
EMP0976,IT,34,1181000,10,45.4,66.5,Yes
EMP0977,Operations,29,851000,7,39.9,73.0,No
EMP0978,Operations,37,969000,7,49.3,79.0,No
EMP0979,Marketing,32,880000,3,34.6,57.1,No
EMP0980,IT,39,1068000,6,44.3,61.9,No
EMP0981,Operations,21,768000,7,44.0,63.9,No
EMP0982,Sales,30,769000,8,39.6,66.6,No
EMP0983,IT,25,746000,6,52.3,69.4,No
EMP0984,Marketing,30,911000,7,43.3,75.1,Yes
EMP0985,IT,41,1196000,12,39.9,79.2,Yes
EMP0986,IT,32,1052000,8,41.1,77.0,Yes
EMP0987,HR,28,736000,3,38.9,63.3,No
EMP0988,Sales,44,1100000,10,42.2,91.6,Yes
EMP0989,Operations,27,864000,3,34.3,60.1,No
EMP0990,IT,46,1243000,3,44.9,74.9,No
EMP0991,Sales,27,942000,4,34.5,61.4,No
EMP0992,Marketing,50,979000,7,51.8,75.3,No
EMP0993,IT,47,1378000,6,49.3,84.0,Yes
EMP0994,IT,33,1120000,3,40.2,71.8,No
EMP0995,Finance,30,826000,6,38.5,72.6,No
